pressure in bar,inlet temperature in K,temperature in K,residence time in s,portion of product in feed,conversion CO2
7.03603,676.132,683.70906,0.26685,0.46292,0.77693
2.77759,720.836,754.41527,0.10389,0.2664,0.66875
4.73617,760.284,768.91637,0.36919,0.41388,0.6063
7.09381,746.204,792.14988,0.07599,0.1212,0.76236
1.42291,453.66,454.1252,0.04442,0.28169,0.00168
1.19125,528.964,550.21577,0.21659,0.08774,0.25781
9.00523,591.82,606.47247,0.28899,0.05814,0.79446
5.48443,771.14,816.28701,0.05697,0.40576,0.49901
4.94551,421.788,421.96064,0.14774,0.18961,0.00133
6.41107,590.108,605.99577,0.24428,0.18242,0.74762
2.94877,684.124,693.1798,0.33949,0.21672,0.80766
8.74999,483.204,487.52693,0.22145,0.43468,0.08538
7.22773,673.524,683.53989,0.24887,0.2376,0.84059
5.97403,732.5,741.72711,0.36846,0.11556,0.82793
5.93047,783.3,793.95531,0.27932,0.45414,0.53157
3.49525,582.908,589.19269,0.39848,0.45926,0.7068
4.52953,447.308,447.9227,0.26294,0.46704,0.01421
5.85991,418.508,418.66386,0.14929,0.04774,0.00094
5.41621,722.268,730.48847,0.35038,0.35083,0.74708
3.14551,646.476,654.86377,0.38783,0.0226,0.86619
6.77989,486.468,493.02897,0.21262,0.19672,0.07633
5.65489,502.98,514.68637,0.29346,0.20365,0.21915
3.44215,437.388,437.76973,0.19444,0.26192,0.0043
4.00015,704.324,737.28868,0.1059,0.11128,0.78924
3.70243,789.948,817.52191,0.06354,0.4984,0.28852
6.91453,747.572,790.92451,0.07257,0.2488,0.7043
8.44489,476.596,480.17275,0.35054,0.33984,0.08817
4.94371,420.724,420.89361,0.19728,0.16058,0.0016
3.43711,654.964,665.51231,0.25182,0.2958,0.80063
1.88137,608.508,619.28128,0.39588,0.04104,0.80564
1.59193,722.676,746.10493,0.13031,0.40804,0.50248
3.72709,766.484,785.46629,0.2031,0.28958,0.62869
9.69805,747.092,755.58732,0.3512,0.25388,0.79774
1.42489,681.34,712.19849,0.08361,0.44406,0.54013
1.05427,516.996,526.37484,0.26172,0.23571,0.15495
8.61175,413.788,413.88091,0.04533,0.14909,0.00027
6.81571,400.228,400.26512,0.08714,0.47763,0.00033
2.85301,483.372,486.79566,0.24739,0.33092,0.05807
3.77461,791.732,807.7944,0.31713,0.09768,0.70279
5.03767,689.332,759.79548,0.0452,0.08952,0.76238
3.62053,559.092,571.52999,0.37863,0.18489,0.66445
4.57957,403.996,404.03493,0.0509,0.4128,0.0002
7.49341,516.94,556.89184,0.15075,0.03999,0.40223
8.24671,706.932,738.52898,0.07132,0.40594,0.70869
4.74175,690.484,721.84821,0.06511,0.49441,0.62092
3.64879,432.596,432.88514,0.33184,0.36088,0.00649
5.54941,592.34,605.27719,0.29123,0.18046,0.7646
7.13143,767.764,780.49239,0.30537,0.11339,0.79288
6.25627,585.972,606.71624,0.1677,0.29921,0.67523
3.06253,779.7,803.51248,0.158,0.32017,0.52896
7.16167,464.348,466.31074,0.07891,0.10922,0.00786
8.27389,550.252,566.08051,0.2664,0.26449,0.61278
9.33733,708.604,717.22594,0.25993,0.41968,0.77526
3.26251,610.372,618.33814,0.32359,0.38501,0.75937
8.99065,432.252,432.59806,0.10558,0.23698,0.00219
4.02103,693.044,725.79116,0.06485,0.48488,0.60316
1.56385,470.476,472.13958,0.2994,0.20706,0.02559
7.58485,402.076,402.13391,0.18529,0.05391,0.00043
7.05889,411.196,411.28832,0.13483,0.27802,0.00078
4.06945,472.484,474.19558,0.06363,0.4457,0.01137
2.21779,598.156,619.38905,0.22686,0.0699,0.73802
7.19605,735.124,752.19236,0.1671,0.3397,0.73411
6.93271,693.004,713.1431,0.10089,0.49983,0.68599
7.08895,491.868,497.11,0.12912,0.49522,0.07345
7.26481,610.876,624.32681,0.26618,0.12186,0.80803
9.80119,779.932,817.43564,0.09066,0.22636,0.71121
8.48377,527.004,534.67617,0.36329,0.48954,0.47585
2.03023,699.636,713.38418,0.2651,0.22046,0.74749
6.59989,617.204,623.41149,0.39558,0.31144,0.82001
7.49881,659.7,665.32186,0.33904,0.44895,0.80752
1.00441,798.18,817.18474,0.33237,0.07587,0.5365
2.65843,755.868,778.36184,0.20602,0.13746,0.69706
2.69551,627.34,670.61282,0.06593,0.33239,0.64811
6.22153,746.036,756.95036,0.24327,0.47378,0.62098
8.44759,580.3,620.00819,0.11351,0.1138,0.69201
5.41405,455.852,457.08215,0.12338,0.13573,0.00741
3.52297,562.212,613.80836,0.09961,0.09399,0.59836
3.07729,696.324,712.00432,0.20218,0.2596,0.76232
9.86077,487.684,492.88904,0.09026,0.4405,0.04629
9.30691,680.476,686.39513,0.33988,0.40145,0.82042
4.90339,569.348,616.59554,0.11189,0.05032,0.65924
1.29205,753.764,777.27381,0.1526,0.33642,0.44249
6.07375,599.588,608.9353,0.28966,0.37154,0.74916
5.26753,485.1,490.80148,0.16732,0.17404,0.04999
8.28001,457.988,459.704,0.22388,0.08447,0.01609
4.85587,764.348,814.51598,0.05787,0.34796,0.54137
3.74257,415.012,415.09027,0.04578,0.25835,0.00028
4.96819,639.572,648.73548,0.29653,0.22878,0.82906
9.15895,497.276,507.13951,0.38751,0.19691,0.24453
2.35081,650.844,658.91855,0.34218,0.28466,0.80193
2.21815,448.164,448.68243,0.18828,0.39308,0.00743
6.64651,682.732,688.74052,0.37529,0.35604,0.81791
4.15513,552.62,588.49869,0.17435,0.02199,0.60991
2.67337,681.604,707.82991,0.14686,0.0102,0.82131
4.08349,417.908,418.01709,0.07316,0.2702,0.00055
5.21749,476.188,478.92321,0.27661,0.42346,0.063
6.95053,692.916,701.73134,0.28667,0.26147,0.83078
6.50719,637.396,650.43995,0.24435,0.11602,0.83518
9.79417,744.924,760.63874,0.20822,0.06388,0.84486
8.42077,414.308,414.44916,0.35042,0.0154,0.00175
3.14695,569.732,602.45059,0.15507,0.12618,0.62602
5.94631,641.964,653.65272,0.23764,0.22968,0.81984
3.91753,577.508,597.74144,0.17145,0.33934,0.61611
9.12061,793.38,809.50676,0.25687,0.09284,0.78087
4.02949,518.42,538.01828,0.29474,0.08206,0.36485
8.97391,660.844,676.41914,0.13579,0.43536,0.75878
2.42911,403.516,403.5649,0.3834,0.16365,0.00085
5.55895,741.268,763.22005,0.17569,0.03088,0.81816
1.37719,713.652,726.37986,0.336,0.20414,0.69683
8.51653,720.692,727.91857,0.3641,0.29958,0.80791
6.86575,725.604,739.62766,0.23111,0.09442,0.83842
2.35243,432.324,432.5959,0.16506,0.09706,0.00196
1.95013,700.916,760.67284,0.04945,0.31038,0.5678
8.04583,658.364,678.64603,0.15695,0.09298,0.83406
3.97783,546.836,562.28178,0.25659,0.31954,0.52572
7.61599,797.556,854.54178,0.0713,0.1384,0.67132
7.65289,438.38,438.92177,0.20791,0.15406,0.00531
5.92687,480.1,483.63542,0.39869,0.37139,0.10736
9.73387,505.436,520.88138,0.36582,0.08288,0.33814
8.32015,775.268,788.48667,0.3029,0.03749,0.81846
7.55587,742.964,754.74996,0.25796,0.29614,0.75988
1.25695,712.06,728.42831,0.20206,0.39392,0.53797
1.43155,460.636,461.62631,0.32411,0.21066,0.01635
6.39703,419.748,419.91975,0.16691,0.08948,0.00123
2.85121,581.028,591.1624,0.31072,0.37556,0.6751
7.54903,568.012,574.18066,0.39527,0.48614,0.68619
2.47321,538.172,584.08269,0.13527,0.03388,0.46985
4.21021,590.716,609.24094,0.19454,0.27435,0.69297
3.75049,704.892,719.60909,0.24312,0.03796,0.83883
3.97207,732.644,742.28985,0.38057,0.18604,0.77548
3.61243,439.164,439.58044,0.23067,0.32356,0.00619
6.03433,699.708,761.18004,0.05556,0.0097,0.80174
6.42295,593.956,604.90821,0.37795,0.03696,0.81413
5.22883,628.948,694.67912,0.04321,0.24546,0.68057
2.87353,575.892,583.01163,0.35959,0.48432,0.65388
4.50811,488.66,492.93326,0.08134,0.40696,0.03198
1.98937,652.484,673.38888,0.13009,0.38794,0.69196
7.05223,676.092,685.03086,0.31246,0.05374,0.87906
3.16837,779.1,795.66795,0.31488,0.05336,0.72729
5.80177,599.692,618.45942,0.2362,0.03874,0.78612
1.84321,770.116,787.70137,0.31426,0.0812,0.6721
7.20271,749.604,765.86172,0.2063,0.21418,0.77279
6.03649,771.156,785.62774,0.22339,0.38354,0.62151
7.84855,695.716,714.19342,0.13873,0.28275,0.79936
3.72745,552.228,592.08736,0.16201,8e-05,0.60543
7.60735,622.428,630.1279,0.36944,0.17888,0.84146
3.49993,544.844,609.03635,0.05845,0.2159,0.44575
6.55597,627.532,659.56576,0.10197,0.21902,0.7444
9.46261,544.724,582.39754,0.13957,0.12053,0.57952
4.37995,447.22,447.95361,0.11057,0.07092,0.00359
2.31355,572.348,585.82127,0.20982,0.46314,0.54817
6.33835,644.548,651.55634,0.2929,0.42582,0.79944
2.36737,670.364,680.63977,0.31285,0.16256,0.81947
9.33319,414.532,414.66395,0.27297,0.26055,0.00201
5.75875,455.412,456.37019,0.0874,0.38216,0.00701
2.90431,567.828,583.14632,0.25212,0.30745,0.61188
7.12441,615.756,627.60719,0.25721,0.23468,0.79576
8.28865,461.492,463.30596,0.38658,0.29677,0.04282
6.10183,596.348,614.50203,0.15746,0.39344,0.67085
2.44531,751.292,798.35422,0.10539,0.04589,0.69649
9.76051,409.604,409.69491,0.09912,0.07898,0.00041
2.68183,706.116,720.2285,0.27453,0.05703,0.8167
3.19915,495.876,499.99485,0.39185,0.48564,0.17202
9.50581,710.996,717.70906,0.34763,0.36794,0.80205
7.37551,504.652,516.07478,0.08565,0.39513,0.09252
5.31559,580.916,653.53118,0.05181,0.16043,0.63423
2.96155,631.924,644.24037,0.29331,0.06443,0.83066
9.69697,432.972,433.35642,0.25067,0.34627,0.00646
2.27089,435.292,435.59638,0.25873,0.24532,0.0043
7.89337,648.084,655.9509,0.24695,0.46542,0.78534
4.37005,756.212,766.31897,0.35207,0.32544,0.66882
4.82293,517.956,526.57436,0.27331,0.48612,0.30795
5.49649,712.748,757.68123,0.06308,0.27358,0.7147
4.54789,563.548,610.50776,0.09315,0.18584,0.57826
7.94611,603.388,634.5042,0.1211,0.1782,0.72866
1.62271,604.076,624.53562,0.14355,0.4098,0.60915
5.38471,746.348,800.32948,0.05923,0.25448,0.65628
5.60611,760.94,785.17052,0.15458,0.20968,0.72139
5.23711,511.068,521.33641,0.20362,0.42875,0.21653
1.85329,720.316,755.20799,0.09869,0.3158,0.58176
4.24081,577.828,589.55888,0.31982,0.25652,0.71176
5.07961,789.148,809.42592,0.23939,0.0524,0.74857
1.39627,774.42,822.71143,0.08965,0.19786,0.46308
9.73369,541.252,574.67302,0.18021,0.053,0.59755
4.97395,462.556,464.10253,0.1234,0.27384,0.01209
3.55609,756.452,814.42656,0.05688,0.27962,0.55452
4.48363,485.468,488.99997,0.09161,0.44606,0.03171
7.68457,511.332,524.7903,0.24201,0.31883,0.28937
3.28285,701.756,722.11719,0.12968,0.43072,0.64948
1.87543,676.908,686.50027,0.36943,0.11856,0.81741
3.17629,572.228,614.67784,0.12601,0.06662,0.64408
5.42161,460.764,462.43349,0.26737,0.18996,0.02234
8.61949,447.252,448.00624,0.34402,0.46498,0.02246
8.25751,723.428,737.85048,0.16524,0.44321,0.71311
5.27977,577.092,599.2575,0.20552,0.14831,0.6958
3.21877,738.308,756.73251,0.14025,0.48444,0.50492
4.77919,517.828,541.2073,0.23569,0.09008,0.35236
5.32891,758.692,795.70817,0.09732,0.2312,0.68288
6.05665,734.748,762.38303,0.12566,0.13046,0.78926
3.54943,407.38,407.45123,0.3136,0.10301,0.00093
1.43065,556.604,564.83064,0.34195,0.4852,0.49695
7.51087,697.388,722.0313,0.11817,0.15743,0.81974
2.63197,442.972,443.42499,0.28232,0.35362,0.00864
2.42875,481.756,484.79161,0.29475,0.31414,0.05851
6.00409,448.444,449.3012,0.17486,0.19628,0.00779
2.50255,441.868,442.22255,0.12645,0.4409,0.00399
2.76067,767.884,828.82092,0.08055,0.06922,0.64245
9.02917,612.924,632.50068,0.15771,0.28094,0.7466
5.76559,696.996,703.91955,0.37357,0.30262,0.81106
8.17201,705.18,721.23554,0.14023,0.43301,0.7389
8.30899,494.116,501.7454,0.32737,0.30919,0.18561
4.17133,441.332,441.82638,0.10012,0.13936,0.00251
1.09279,459.028,459.72943,0.37328,0.35698,0.01764
7.81471,614.692,658.83667,0.06121,0.34663,0.65208
3.73159,546.012,557.36135,0.29478,0.40571,0.51693
8.98039,642.62,648.00665,0.37143,0.37774,0.83401
9.03547,711.636,719.44068,0.35594,0.07744,0.87525
9.14689,595.772,604.36381,0.2694,0.4669,0.7233
6.99139,476.148,480.00441,0.34243,0.21212,0.07119
1.70983,448.1,448.64232,0.0842,0.00828,0.00191
4.95415,578.828,589.62784,0.27382,0.40111,0.67403
5.38165,483.7,489.802,0.3045,0.05086,0.07633
1.49005,708.612,718.27591,0.29113,0.48044,0.5119
1.60075,724.828,748.87217,0.12302,0.41781,0.48329
9.84619,645.836,689.24916,0.07622,0.12114,0.78007
4.07593,482.644,486.75166,0.35855,0.25928,0.08815
2.00161,728.86,798.38606,0.05561,0.18178,0.58633
9.96229,697.78,707.35692,0.20622,0.49376,0.75164
7.02919,400.916,400.97002,0.22985,0.0443,0.00048
8.77843,719.644,782.08099,0.04792,0.10889,0.77815
6.23953,614.444,627.59706,0.27252,0.10884,0.81382
8.82325,524.388,558.3432,0.13544,0.18796,0.4076
1.67239,439.004,439.23982,0.04602,0.27245,0.00086
2.24425,779.436,795.73902,0.24781,0.30961,0.51135
7.60519,729.132,740.9823,0.2771,0.02272,0.86105
4.65769,705.228,721.92451,0.15435,0.4159,0.70069
4.33369,695.02,702.40925,0.34314,0.41355,0.7437
4.52773,700.164,710.36528,0.30412,0.14444,0.83393
7.17661,670.444,678.3907,0.31185,0.20111,0.85729
2.68453,431.972,432.22099,0.08191,0.0872,0.00098
2.94535,789.916,807.50366,0.3133,0.05508,0.69955
4.69225,452.876,454.05621,0.3212,0.01182,0.0136
5.08123,618.756,626.29968,0.38472,0.20058,0.82973
3.11509,487.172,493.23799,0.34092,0.01148,0.07915
5.45059,511.468,532.52059,0.28854,0.02418,0.33029
1.54063,570.596,583.95642,0.37102,0.16571,0.65186
1.32895,508.38,514.8087,0.37989,0.29382,0.17145
5.16097,480.452,484.78162,0.20669,0.2117,0.04903
7.67017,661.932,670.37007,0.29802,0.19236,0.85699
6.60169,683.964,702.57664,0.13931,0.2855,0.79495
8.57359,799.716,809.65833,0.39968,0.22768,0.71684
7.42555,539.972,549.59852,0.38023,0.35908,0.58295
7.81687,652.22,681.81248,0.07212,0.44784,0.68865
9.20593,638.148,643.59692,0.36452,0.39542,0.8272
1.58401,783.58,790.91235,0.3043,0.46432,0.25509
4.83445,457.452,458.95695,0.35392,0.04394,0.02019
1.50769,600.628,612.11152,0.34678,0.18654,0.74475
9.25327,608.428,618.14934,0.36351,0.06122,0.83923
7.29037,587.916,626.94936,0.05656,0.4708,0.51633
8.06491,412.764,412.86415,0.07846,0.14906,0.00043
4.50307,660.388,713.09231,0.05412,0.23562,0.72525
9.81037,445.356,446.1958,0.15085,0.11076,0.00574
9.75151,680.292,688.48895,0.27642,0.27645,0.84625
9.36217,409.436,409.50892,0.04482,0.06313,0.00018
9.47305,522.348,531.639,0.29973,0.47388,0.41574
9.37999,683.452,690.86688,0.29676,0.31643,0.83758
7.04971,437.892,438.40164,0.39384,0.25945,0.01102
6.99301,753.124,762.43483,0.39302,0.09082,0.82196
6.02677,790.236,831.5731,0.04152,0.49552,0.35093
8.00551,774.86,819.26271,0.05386,0.42944,0.52823
6.89023,645.172,651.59195,0.36474,0.26538,0.84762
4.93597,481.428,484.72985,0.28699,0.43412,0.08231
6.45031,758.98,773.7991,0.25362,0.14874,0.7803
2.66869,741.396,758.14322,0.28272,0.00892,0.78581
1.28881,644.876,654.94068,0.35104,0.14539,0.80578
5.35015,419.38,419.54542,0.17504,0.02744,0.00111
7.74541,489.316,497.99256,0.13052,0.12281,0.05639
6.65911,623.364,631.35559,0.38902,0.09371,0.85352
7.84387,773.124,786.76491,0.29612,0.03283,0.81786
6.16339,468.228,470.93296,0.25639,0.113,0.03061
1.64503,423.804,423.93527,0.32412,0.3519,0.00282
5.40361,653.244,729.73236,0.04082,0.10252,0.74861
9.39709,664.74,672.14205,0.24682,0.49078,0.78531
6.78691,645.66,652.11819,0.34584,0.31968,0.8353
3.47743,531.292,551.55362,0.14828,0.35278,0.31162
6.65659,746.98,755.39155,0.31145,0.48526,0.62539
4.11391,690.916,698.78366,0.29256,0.49788,0.69157
9.11845,527.676,545.50992,0.28673,0.19252,0.50342
5.04181,458.604,459.69181,0.24839,0.48978,0.02551
6.87241,564.132,583.65867,0.25842,0.1048,0.69313
5.73751,699.596,705.21983,0.39907,0.49364,0.71957
2.99305,444.636,445.23849,0.24598,0.1281,0.00658
6.16843,589.308,602.42264,0.19992,0.44882,0.66371
6.35077,635.324,652.58858,0.19551,0.11661,0.8177
5.68369,578.116,596.56905,0.273,0.04074,0.74612
4.14577,409.26,409.33909,0.21243,0.17057,0.00081
6.67081,506.364,514.21655,0.29195,0.45155,0.25508
6.24709,692.82,706.10027,0.18554,0.3553,0.77913
8.88031,525.388,544.14616,0.20536,0.30832,0.40949
8.16211,747.652,765.66942,0.16385,0.32522,0.73103
7.44193,734.22,781.4868,0.06921,0.12664,0.77336
8.12089,651.292,662.14571,0.19766,0.41384,0.78487
3.66517,454.052,454.88279,0.0479,0.03733,0.00204
4.58785,503.38,514.85827,0.19531,0.25288,0.1492
7.15825,408.604,408.66668,0.04375,0.17226,0.00018
7.43383,740.132,753.18774,0.18875,0.4843,0.64255
7.50727,660.956,667.56731,0.29726,0.43765,0.8041
5.29903,647.044,656.89433,0.309,0.07955,0.85892
1.83673,731.404,762.62621,0.15517,0.06464,0.72152
3.86713,797.892,825.15505,0.14132,0.30118,0.5261
5.73607,490.14,494.72265,0.31489,0.45794,0.1405
9.39853,436.388,436.80768,0.21247,0.45932,0.00779
7.14817,683.14,688.85882,0.38755,0.35492,0.82284
8.56387,778.276,789.20427,0.31001,0.31539,0.70403
2.18683,490.956,495.92876,0.1496,0.20442,0.04142
7.63687,688.404,699.64374,0.23075,0.20802,0.84233
4.49515,563.132,579.55839,0.16033,0.48388,0.50748
4.00645,558.796,577.44399,0.30735,0.0639,0.66667
4.09645,503.356,512.14583,0.36576,0.2636,0.22926
9.55081,422.54,422.72652,0.18012,0.46036,0.00298
1.32283,692.668,707.62678,0.30012,0.01577,0.79879
6.01867,590.788,635.01366,0.06143,0.38086,0.57119
7.46191,732.82,763.30282,0.08307,0.39691,0.67441
4.59685,623.396,631.05481,0.28741,0.44268,0.76658
4.05091,674.828,688.61755,0.20329,0.25206,0.80359
7.43005,699.916,711.72837,0.24586,0.07634,0.86465
6.25015,671.46,690.5772,0.15364,0.16165,0.82478
5.82931,759.964,802.31833,0.07749,0.28274,0.64689
3.57049,583.492,629.69274,0.04663,0.4526,0.45295
2.75869,592.868,611.93549,0.15402,0.41147,0.61533
7.18435,403.58,403.63915,0.1947,0.27282,0.00068
2.01349,526.516,547.39927,0.28333,0.06048,0.35657
9.95095,573.108,586.41472,0.36742,0.00962,0.78109
3.21445,726.892,748.04689,0.16566,0.27477,0.69778
2.04121,774.94,799.20013,0.18331,0.24045,0.54869
2.40175,744.764,761.43082,0.26855,0.15727,0.70897
2.32345,415.092,415.15134,0.04808,0.46053,0.00033
6.06421,722.236,729.15371,0.35952,0.4765,0.68515
9.15301,497.412,510.14687,0.34429,0.08518,0.22614
2.52379,768.836,799.62949,0.14777,0.18952,0.61538
1.84897,441.74,442.07131,0.04599,0.02969,0.00078
4.61305,488.076,494.44319,0.23944,0.16788,0.07848
3.22867,506.972,519.56641,0.12895,0.23556,0.10479
8.89255,727.82,734.88902,0.38228,0.29502,0.80413
7.07725,746.436,758.28945,0.27523,0.24182,0.77321
8.69923,583.628,594.77722,0.30085,0.27182,0.74555
2.99953,659.14,677.70964,0.1359,0.4017,0.71792
4.54501,700.532,750.06185,0.06513,0.15124,0.75814
1.06435,413.78,413.82733,0.12013,0.4922,0.00057
5.13991,659.316,724.93681,0.04856,0.11004,0.75802
4.72771,615.796,631.538,0.2445,0.08314,0.80496
2.78749,418.324,418.43871,0.27512,0.348,0.0021
1.69993,490.796,493.85015,0.17847,0.45421,0.05008
7.53679,685.364,692.12931,0.30275,0.46258,0.7761
6.91075,693.116,728.38686,0.09276,0.04636,0.82718
1.20385,583.404,616.54266,0.11724,0.28219,0.52929
7.35355,587.476,599.05397,0.25843,0.35574,0.7176
4.90051,635.676,645.94822,0.29378,0.15572,0.83498
1.57429,697.188,705.50057,0.39861,0.3695,0.66005
2.10025,686.06,699.78186,0.20687,0.4123,0.66849
1.97749,597.14,607.14684,0.25034,0.48485,0.64982
3.65437,654.676,671.92427,0.15879,0.30889,0.76981
7.39207,632.268,639.95252,0.32529,0.27335,0.8301
8.99011,791.084,831.51933,0.08152,0.29331,0.63577
2.66761,695.428,713.87061,0.19894,0.1013,0.80418
1.66357,539.148,562.37667,0.30823,0.00016,0.47283
7.84999,564.54,575.02812,0.32715,0.32956,0.68334
7.00309,565.972,584.21815,0.18541,0.3604,0.60566
5.01283,686.468,722.59749,0.06194,0.4256,0.66691
5.26879,641.116,654.37898,0.15548,0.49624,0.71786
2.00143,462.492,463.28248,0.0836,0.49464,0.00723
5.65381,789.124,811.34945,0.15944,0.33636,0.58792
1.44721,527.068,537.52617,0.2177,0.40604,0.22508
3.28537,791.828,806.62186,0.36874,0.04792,0.71576
5.05171,512.78,538.5116,0.22419,0.02644,0.3138
4.84255,457.212,458.43226,0.18821,0.27798,0.0139
8.90119,616.396,622.41588,0.34369,0.4417,0.79024
7.21675,504.452,515.63823,0.15063,0.383,0.1507
1.97011,669.196,690.75583,0.10943,0.48772,0.60393
8.53057,609.044,645.74217,0.10122,0.16291,0.73338
5.91085,615.428,629.24851,0.17358,0.44629,0.7093
2.54665,615.468,633.37744,0.20343,0.20456,0.74973
8.25193,484.668,491.8661,0.26055,0.08918,0.08394
7.88851,793.156,894.19407,0.04003,0.05042,0.65961
9.13267,610.404,619.03887,0.24755,0.48068,0.74002
6.04549,718.388,735.82495,0.16081,0.32621,0.74987
2.09575,747.612,775.35459,0.1143,0.38074,0.48536
4.03525,402.012,402.06256,0.24284,0.10896,0.00052
4.63105,529.82,547.96351,0.18096,0.35452,0.35704
3.91843,447.676,448.42968,0.14624,0.08456,0.00479
1.90117,601.948,619.07323,0.27339,0.06868,0.75573
5.06773,654.268,705.07217,0.06467,0.13001,0.76422
4.43197,622.412,672.73147,0.07618,0.10562,0.73781
6.64813,530.372,542.31495,0.33408,0.32702,0.49594
3.89611,658.372,685.43647,0.09058,0.3968,0.7032
8.00209,570.476,614.87309,0.10864,0.0932,0.66818
3.65023,470.124,472.53538,0.27299,0.16198,0.03156
1.57213,434.5,434.77504,0.20197,0.06838,0.00225
2.44495,675.236,713.40906,0.1038,0.01546,0.79854
3.54367,716.492,761.66239,0.07913,0.16226,0.72881
2.13805,773.564,789.2182,0.34898,0.07645,0.68809
8.04043,783.26,790.58463,0.37653,0.4912,0.55211
2.63917,637.18,682.26667,0.06631,0.28719,0.67889
4.45231,583.716,592.68898,0.33278,0.36742,0.71567
5.49973,634.852,657.42971,0.13885,0.22824,0.77076
3.14893,557.9,579.36852,0.27499,0.0669,0.63432
4.04785,426.628,426.86962,0.23769,0.08158,0.00235
9.85933,742.428,788.10811,0.06229,0.2374,0.74152
2.98405,679.316,692.16448,0.20878,0.38022,0.73436
6.84919,551.956,572.49743,0.19094,0.30492,0.56004
9.75889,741.388,762.72102,0.15627,0.01988,0.84921
8.16247,473.548,477.26808,0.09311,0.01177,0.01448
1.89667,479.388,482.13271,0.14912,0.17274,0.02107
1.90927,442.252,442.67987,0.22102,0.18914,0.00472
2.15029,565.452,605.03115,0.10315,0.24667,0.50659
4.72231,524.26,537.22507,0.3729,0.22682,0.45023
7.93873,774.484,784.88347,0.32072,0.33507,0.69234
4.46995,695.964,708.43322,0.19295,0.45826,0.69959
7.64389,486.844,491.28633,0.07719,0.44422,0.03483
5.24305,679.564,693.90335,0.18004,0.3079,0.79289
7.13917,708.42,724.26915,0.19771,0.03878,0.85928
7.21171,657.412,664.64264,0.26912,0.45992,0.79068
2.51677,532.036,584.40613,0.0531,0.22922,0.26137
2.53081,678.388,759.65459,0.04684,0.02286,0.7429
5.62105,649.308,680.94251,0.11171,0.08376,0.80158
1.75033,477.084,479.75609,0.26975,0.08586,0.03022
6.16645,483.3,488.28921,0.39469,0.22835,0.11371
9.50851,648.308,656.10891,0.25947,0.41577,0.80656
6.41575,779.732,790.44815,0.36937,0.21562,0.72677
1.77517,673.004,696.72209,0.17263,0.01257,0.8107
3.55861,561.188,575.84419,0.28859,0.26027,0.62393
9.82819,606.188,617.8714,0.24243,0.31899,0.76674
6.85171,418.236,418.35402,0.04142,0.03627,0.00026
6.64075,548.068,575.02684,0.21563,0.07631,0.6138
9.39457,690.124,697.31025,0.36244,0.0527,0.88983
4.67911,466.468,468.48034,0.37336,0.2654,0.04326
8.29261,480.324,483.67513,0.32057,0.48434,0.10715
1.87237,556.556,578.8499,0.16903,0.32129,0.45593
3.28105,531.748,545.12318,0.34227,0.25437,0.45762
4.13983,777.428,794.43233,0.18345,0.41828,0.50665
5.96809,404.164,404.22097,0.39682,0.439,0.00179
2.38015,548.884,568.61288,0.14151,0.42338,0.37254
8.86249,405.316,405.37875,0.19423,0.46956,0.00109
1.12195,623.444,706.60374,0.04421,0.14014,0.64075
1.60327,672.364,713.96497,0.08585,0.2034,0.70227
3.71881,755.452,775.99673,0.17709,0.30639,0.63725
1.91755,619.292,653.32365,0.10624,0.23729,0.68352
2.79415,538.5,565.66395,0.18446,0.17214,0.43497
3.63241,722.532,750.02968,0.11337,0.33063,0.66901
6.51655,649.9,657.93147,0.26668,0.39724,0.80312
4.97377,681.06,686.67116,0.39111,0.46341,0.75772
9.28171,763.404,777.89462,0.22162,0.27382,0.75109
3.06595,474.572,477.07943,0.23252,0.27444,0.03506
1.78435,682.036,695.23206,0.27245,0.17668,0.78029
5.12389,429.164,429.43705,0.34779,0.3148,0.00582
8.29063,536.236,558.71984,0.21287,0.21387,0.51893
7.32691,579.62,587.5784,0.33201,0.4285,0.7101
4.09537,569.764,603.61316,0.06589,0.47462,0.42377
9.26407,785.788,818.12556,0.12103,0.112,0.75968
2.35945,796.436,820.80102,0.23325,0.07984,0.63615
5.52817,426.14,426.38821,0.36555,0.20993,0.00453
7.76845,569.812,581.97315,0.37026,0.1106,0.751
4.08079,747.14,759.77592,0.31379,0.1653,0.75821
7.68187,700.556,712.97571,0.21944,0.18368,0.84045
4.51891,710.388,723.00563,0.27222,0.05214,0.84394
7.75855,475.612,478.4806,0.18899,0.45841,0.04998
5.46823,663.34,670.51073,0.30136,0.40412,0.7992
3.82951,559.556,571.52955,0.34717,0.26288,0.64534
6.50539,707.636,721.99983,0.15806,0.4749,0.69697
9.43885,757.948,768.9893,0.23918,0.45388,0.66239
3.37483,794.196,808.17927,0.26946,0.34738,0.50661
3.28969,593.084,601.21903,0.34963,0.37362,0.73284
8.68573,679.22,685.01447,0.39977,0.20218,0.87034
7.50349,446.316,447.14442,0.35243,0.24558,0.01579
2.11699,793.148,802.67192,0.32224,0.41074,0.35933
3.65005,473.076,475.60179,0.23109,0.26301,0.03433
6.92119,445.412,446.04669,0.3064,0.47578,0.01731
3.47401,729.06,737.66282,0.3517,0.42014,0.63973
3.88999,568.108,602.3352,0.06703,0.4637,0.4201
1.48969,729.9,752.94704,0.19146,0.20656,0.64305
7.44211,759.636,769.37452,0.36453,0.1848,0.78564
